title,release_date,revenue,popularity,vote_count,vote_average,budget,runtime,adult,genre_names,collection_name
Uninvited,2008-05-13,0,1.988,11,4.6,0,92,false,"Drama, Horror, Thriller",NA
Herschell Gordon Lewis: The Godfather of Gore,2010-06-01,0,1.988,17,6.4,0,106,false,"Documentary, Horror",NA
Burned at the Stake,1981-08-21,0,1.988,5,5.6,0,88,false,Horror,NA
Jack Logan,2016-04-30,0,1.988,3,4.3,0,0,false,Horror,NA
The Devil's Toy Box,2017-01-16,0,1.988,6,5.3,0,92,false,Horror,NA
Red Christmas,2014-12-09,0,1.988,6,4.3,0,60,false,Horror,NA
Eye Without a Face,2021-04-23,0,1.988,11,3.7,0,94,false,"Horror, Thriller",NA
Bone Sickness,2004-01-01,0,1.987,12,3.4,0,98,false,Horror,NA
The Invitation,2003-12-23,0,1.986,8,4.9,0,85,false,"Drama, Horror, Thriller",NA
Felt,2014-09-18,0,1.986,21,4.8,0,80,false,"Drama, Horror",NA
Witches' Brew,1980-10-31,0,1.986,6,4.5,700000,98,false,"Comedy, Horror",NA
The Secret Cellar,2003-02-14,0,1.986,3,1.7,0,90,false,"Drama, Horror",NA
Where the Skin Lies,2017-08-26,0,1.986,15,4.4,0,91,false,"Horror, Thriller",NA
Give Me Your Eyes,2022-10-31,0,1.986,0,0.0,0,0,false,"Action, Horror, Thriller",NA
Terror at Tenkiller,1986-08-03,0,1.985,17,3.1,0,87,false,Horror,NA
The Scorned,2005-10-15,0,1.985,7,4.4,0,87,false,"Comedy, Horror, Thriller",NA
End Trip,2018-06-09,0,1.985,9,5.3,0,85,false,"Horror, Thriller",NA
Night's End,2022-03-31,0,1.985,10,3.9,0,81,false,Horror,NA
The Fear Footage 3AM,2021-03-19,0,1.984,4,4.9,2000,70,false,Horror,The Fear Footage Collection
Crushed,2009-01-01,0,1.982,11,3.6,0,90,false,"Horror, Thriller",NA
Underworld,1985-11-29,0,1.982,19,3.5,0,103,false,"Action, Horror, Science Fiction",NA
The Retreat,2020-11-10,0,1.982,9,5.6,0,88,false,Horror,NA
Son of Sam,2008-09-06,0,1.981,7,2.0,0,80,false,"Drama, Horror, Thriller",NA
The Sadist,2015-06-26,0,1.981,2,4.0,0,76,false,Horror,NA
Hollower,2016-08-29,0,1.981,3,6.0,1000,92,false,Horror,NA
Afraid,2018-10-02,0,1.981,4,8.3,250,125,false,"Horror, Thriller",NA
I Didn't Come Here to Die,2010-10-04,0,1.98,15,4.9,0,80,false,"Comedy, Horror",NA
Restraint,2017-10-08,0,1.979,7,5.0,0,95,false,"Horror, Thriller",NA
Campfire Creepers: The Skull of Sam,2017-10-05,0,1.979,0,0.0,0,12,false,Horror,NA
Useless Humans,2021-02-25,0,1.979,6,5.1,0,77,false,"Adventure, Comedy, Horror",NA
Slime City Massacre,2010-03-17,0,1.978,5,3.5,100000,90,false,"Comedy, Horror",Slime City Collection
See Jane Run,2007-10-09,0,1.978,6,6.5,0,0,false,"Horror, Thriller",NA
Cupid,1997-02-11,0,1.978,5,5.0,0,95,false,Horror,NA
The Quick and the Undead,2006-01-06,0,1.977,16,3.4,0,90,false,"Action, Horror, Western",NA
Dark Amazon,2014-01-01,0,1.977,7,3.4,0,83,false,"Adventure, Horror, Thriller",NA
Twinsanity,2018-04-12,0,1.977,11,5.3,0,85,false,"Horror, Thriller, TV Movie",NA
The Devil's Men,1976-08-11,0,1.976,18,4.1,0,90,false,"Drama, Horror",NA
Night Visitor,1989-05-12,0,1.976,13,4.7,0,93,false,"Horror, Thriller",NA
Lady Chatterley's Ghost,2011-02-15,0,1.976,2,2.5,0,81,false,"Comedy, Horror",NA
The Devil's Hand,1961-09-13,0,1.975,23,4.5,0,71,false,"Horror, Mystery",NA
Sex Rituals of the Occult,1970-10-31,0,1.975,5,4.2,0,80,false,"Documentary, Horror",NA
VooDoo,2017-02-24,0,1.975,17,4.5,0,84,false,Horror,NA
Beast No More,2019-11-02,0,1.975,5,5.4,0,84,false,"Horror, Thriller",NA
Killer Campout,2017-07-21,0,1.975,3,7.0,0,86,false,Horror,NA
Beyond the Woods,2018-02-05,0,1.974,22,3.9,0,84,false,Horror,NA
Monster Mash: The Movie,1995-01-01,0,1.973,8,4.5,0,83,false,"Comedy, Horror",NA
Satanic Panic,2009-08-13,0,1.973,6,2.3,0,80,false,Horror,NA
Chopping Block,2015-01-01,0,1.973,5,5.0,0,82,false,"Comedy, Horror",NA
High Desert Kill,1989-11-01,0,1.972,8,4.8,0,89,false,"Horror, Science Fiction, TV Movie",NA
American Bigfoot,2016-02-23,0,1.972,2,3.0,0,93,false,"Adventure, Horror",NA
A Psycho's Path,2019-11-15,0,1.972,4,3.9,0,83,false,Horror,NA
Del Playa,2017-07-21,0,1.971,11,4.9,600000,101,false,"Horror, Thriller",NA
Satan's Schoolgirls,2004-06-01,0,1.97,3,3.0,0,68,false,"Horror, Romance, Thriller",NA
Beneath the Surface,2007-06-03,0,1.969,6,6.0,0,90,false,"Comedy, Drama, Horror",NA
Barbie & Kendra Save the Tiger King,2020-05-14,0,1.968,4,4.3,0,72,false,"Comedy, Horror",Barbie & Kendra Collection
The Dark,1993-10-01,0,1.967,11,3.7,0,88,false,Horror,NA
Night Howl,2017-12-12,0,1.967,10,4.6,1000,75,false,Horror,NA
Cam Closer,2013-04-24,0,1.965,41,6.2,0,3,false,Horror,NA
Alive or Dead,2009-05-07,0,1.964,8,3.5,0,0,false,"Horror, Thriller",NA
Effects,1979-04-01,0,1.964,20,5.3,55000,84,false,"Horror, Thriller",NA
Sick for Toys,2018-05-05,0,1.964,20,5.0,0,90,false,Horror,NA
Crabs!,2021-08-26,0,1.963,11,5.0,0,80,false,"Comedy, Horror",NA
Other Halves,2016-10-04,0,1.962,5,3.8,0,90,false,"Horror, Science Fiction",NA
Pet Graveyard,2019-04-02,0,1.962,20,5.4,0,98,false,Horror,NA
Demonstone,1989-10-19,0,1.961,3,3.0,0,88,false,"Action, Horror, Thriller",NA
Clown,2008-10-12,0,1.961,6,3.8,10000,6,false,"Horror, Thriller",NA
Brides of Blood,1968-05-29,0,1.96,15,4.9,0,97,false,"Horror, Science Fiction",Blood Island Collection
A Name for Evil,1973-08-03,0,1.96,2,3.5,0,74,false,"Drama, Horror, Thriller",NA
It's Alive!,1969-01-01,0,1.96,14,3.6,0,80,false,"Horror, Science Fiction, TV Movie",NA
Deadly Messages,1985-02-21,0,1.96,5,6.4,0,90,false,"Horror, TV Movie",NA
The Surrogate,1984-10-15,0,1.96,3,5.0,0,100,false,"Crime, Drama, Horror, Thriller",NA
Pridyider,2012-09-19,0,1.96,7,5.6,0,90,false,Horror,NA
Early Frost,1982-01-01,0,1.96,1,1.0,0,92,false,"Drama, Horror",NA
Zombie Ninjas vs Black Ops,2015-10-10,0,1.96,4,3.8,0,94,false,"Action, Horror",NA
We Together,2017-01-21,0,1.96,3,6.3,0,7,false,"Horror, Music",NA
Paranoid,1994-06-01,0,1.96,1,7.0,0,5,false,"Animation, Horror",NA
The Sad Man,2015-10-31,0,1.96,4,8.5,0,3,false,"Animation, Comedy, Drama, Horror",NA
Curse of La Llorona,2007-03-27,0,1.96,0,0.0,0,65,false,"Horror, Mystery",NA
Urban Legacy: The Story Behind Urban Legend,2018-11-20,0,1.96,1,7.0,0,147,false,"Documentary, Horror",NA
Washed,2019-03-10,0,1.96,2,6.5,0,9,false,"Animation, Horror",NA
Dark Water,2021-10-20,0,1.96,3,5.3,0,15,false,Horror,NA
The Friendship Game,2022-11-11,0,1.96,0,0.0,0,0,false,"Horror, Science Fiction",NA
Tumbal Hitam,2022-08-11,0,1.96,0,0.0,0,89,false,Horror,NA
Halloween Candy,1985-10-27,0,1.96,0,0.0,0,30,false,"Horror, TV Movie",NA
Conjuring Baba,2022-09-13,0,1.96,0,0.0,0,0,false,Horror,NA
BURNOUT,2022-05-28,0,1.96,2,9.5,0,7,false,"Drama, Horror, Thriller",NA
Gore: All Hallows' Eve,2022-10-03,0,1.96,0,0.0,0,63,false,Horror,NA
Human Experiments,1979-10-19,0,1.959,10,4.2,0,82,false,"Crime, Horror",NA
Dracula,2002-05-29,0,1.958,1,4.0,10000000,104,false,"Horror, Thriller, TV Movie",NA
Spirit Stalkers,2012-06-16,0,1.957,5,3.2,10000,97,false,Horror,NA
The Roommates,1973-03-01,0,1.957,7,5.1,0,87,false,"Crime, Horror, Thriller",NA
Horror and Hamsters,2018-06-02,0,1.957,4,6.4,0,82,false,"Comedy, Horror",NA
The Nanny’s Night,2022-06-21,0,1.957,2,3.0,0,73,false,"Comedy, Horror",NA
Double Walker,2021-11-12,0,1.957,25,6.4,0,71,false,Horror,NA
Bikini Girls on Ice,2009-08-14,0,1.956,21,3.2,191000,82,false,Horror,NA
The Church,2018-10-05,0,1.956,4,5.0,0,87,false,"Horror, Thriller",NA
The Garlock Incident,2012-11-10,0,1.956,6,5.3,0,78,false,"Horror, Mystery, Thriller",NA
#FollowMe,2019-06-04,0,1.956,10,5.5,300000,90,false,"Horror, Thriller",NA
Ghosts of Goldfield,2007-03-27,0,1.953,13,3.1,0,90,false,Horror,NA
War of the Satellites,1958-05-18,0,1.953,19,5.3,0,72,false,"Horror, Science Fiction",NA
Ghost Game,2005-09-01,0,1.953,5,3.8,200,72,false,"Comedy, Horror",NA
Remember Me,2022-04-11,0,1.953,1,10.0,32000,76,false,"Horror, Mystery, Thriller",NA
The Chair,2007-01-01,0,1.952,19,3.8,0,89,false,"Horror, Thriller",NA
Surveillance,2006-10-24,0,1.952,10,4.7,0,90,false,"Crime, Horror, Thriller",NA
Chillers,1987-01-01,0,1.952,14,3.9,250000,91,false,Horror,NA
The Astounding She-Monster,1957-04-10,0,1.951,15,3.9,0,62,false,"Horror, Science Fiction",NA
Popcorn,2007-03-02,0,1.95,13,4.2,0,90,false,"Comedy, Horror",NA
Geek Maggot Bingo or The Freak from Suckweasel Mountain,1983-04-01,0,1.95,8,4.6,0,74,false,"Comedy, Fantasy, Horror",NA
London Voodoo,2004-02-02,0,1.95,4,4.6,0,90,false,"Horror, Thriller",NA
Scrawl,2015-10-17,0,1.95,11,3.8,0,82,false,"Fantasy, Horror",NA
7 Deadly Sins,2019-09-24,0,1.95,9,3.2,1000000,85,false,Horror,NA
At The Door,2018-04-24,0,1.95,3,6.7,0,99,false,Horror,NA
Like Dogs,2021-10-01,0,1.95,8,4.4,0,94,false,"Horror, Thriller",NA
Scariest Monsters in America,2022-05-04,0,1.95,1,10.0,0,85,false,"Documentary, Horror",NA
Masked Mutilator,2019-05-14,0,1.949,4,4.3,0,76,false,"Crime, Horror, Thriller",NA
Dead of the Nite,2013-04-03,0,1.948,13,3.5,0,89,false,Horror,NA
Deadly Crush,2020-02-27,0,1.947,3,6.3,0,85,false,"Horror, Thriller",NA
Massage Parlor Murders,1973-08-31,0,1.946,10,4.3,0,79,false,"Crime, Horror, Mystery, Thriller",NA
Lost Signal,2006-12-01,0,1.946,18,4.2,2000000,104,false,"Horror, Thriller",NA
Water,2019-02-01,0,1.946,4,5.0,0,100,false,Horror,NA
Unboxed,2022-07-25,0,1.946,1,0.0,0,73,false,Horror,NA
Killer Bash,2005-03-01,0,1.945,12,4.1,0,96,false,Horror,NA
Mr. Hush,2010-08-01,0,1.945,10,2.5,200,85,false,Horror,NA
The House with 100 Eyes,2012-09-28,0,1.945,7,4.4,0,75,false,Horror,NA
The Conduit,2016-04-12,0,1.944,6,3.9,0,103,false,"Horror, Thriller",NA
Night Owl,1993-01-01,0,1.943,9,4.1,0,77,false,"Horror, Mystery, Thriller",NA
The Kirlian Witness,1978-11-15,0,1.943,0,0.0,0,91,false,"Crime, Horror, Mystery, Thriller",NA
The Village in the Woods,2021-10-14,0,1.943,4,6.3,0,82,false,"Horror, Thriller",NA
Unhappy Birthday,2011-06-21,0,1.942,7,3.4,0,89,false,"Horror, Mystery, Thriller",NA
Good Samaritan,2014-07-28,0,1.942,0,0.0,0,12,false,Horror,NA
#Unknown,2022-01-10,0,1.942,2,4.5,0,97,false,"Horror, Thriller",NA
How to Make a Monster,1958-07-01,0,1.941,16,5.7,0,73,false,"Horror, Science Fiction",NA
Hey... Stop Stabbing Me!,2003-09-01,0,1.941,4,6.0,500,90,false,"Comedy, Horror",NA
A Siren in the Dark,2009-08-26,0,1.94,11,3.8,0,81,false,"Drama, Horror, Thriller",NA
Supercroc,2007-01-01,0,1.94,19,3.6,200000,86,false,Horror,NA
Honeyspider,2014-10-18,0,1.94,5,3.3,0,76,false,"Horror, Thriller",NA
Necronomicon – The Book of Hell,2018-03-01,0,1.94,2,3.0,0,88,false,Horror,NA
Bloody Summer Camp,2021-06-12,0,1.94,1,3.0,0,125,false,Horror,NA
Anna 2,2019-01-03,0,1.939,3,2.0,15000,97,false,Horror,NA
Ghost Lake,2004-11-10,0,1.937,13,3.4,110000,112,false,"Horror, Mystery, Thriller",NA
Burke & Hare,1972-02-03,0,1.937,12,5.7,0,91,false,"Comedy, History, Horror",NA
Beware: Children at Play,1989-01-01,0,1.937,23,3.8,0,94,false,Horror,NA
Cut!,2014-01-14,0,1.937,10,4.3,0,101,false,"Horror, Mystery, Thriller",NA
The Litch,2017-12-01,0,1.937,3,4.0,80000,90,false,Horror,NA
Future-Kill,1985-05-03,0,1.936,13,4.5,250000,89,false,"Action, Adventure, Comedy, Horror, Science Fiction, Thriller",NA
The Source,2002-09-17,0,1.936,14,5.4,0,97,false,"Horror, Science Fiction, Thriller",NA
Morituris: Legions of the Dead,2011-06-02,0,1.936,19,4.4,0,83,false,Horror,NA
Interior,2014-10-26,0,1.936,11,5.2,11500,82,false,"Horror, Thriller",NA
The Watcher,2011-06-12,0,1.935,1,10.0,15000,27,false,Horror,NA
Witchcraft 13: Blood of the Chosen,2008-01-08,0,1.934,7,3.7,0,89,false,"Horror, Thriller",Witchcraft Collection
Stevie,2008-01-01,0,1.934,6,5.3,0,94,false,"Drama, Horror, Thriller",NA
From the Drain,1967-01-01,0,1.933,22,4.9,0,13,false,Horror,NA
Exile,2014-04-12,0,1.933,11,3.8,0,84,false,"Horror, Science Fiction",NA
Girls' School Screamers,1986-03-07,0,1.932,27,5.7,0,80,false,"Horror, Mystery, Thriller",NA
Cheerleader Massacre 2,2011-12-02,0,1.932,11,5.1,0,74,false,Horror,Cheerleader Massacre Collection
Box Room,2014-03-08,0,1.932,7,5.7,0,16,false,"Drama, Horror, Science Fiction",NA
Secret Santa,2018-03-03,0,1.932,18,5.3,0,89,false,"Horror, Mystery, Thriller",NA
Sounds Like,2006-11-17,0,1.931,28,6.0,0,58,false,"Horror, TV Movie",NA
Hellblock 13,1999-11-24,0,1.93,6,3.0,0,90,false,Horror,NA
The Intruder,2005-03-16,0,1.929,12,6.9,0,110,false,"Horror, Mystery, Thriller",NA
The Ouija Possession,2016-01-01,0,1.929,5,4.0,0,95,false,Horror,NA
The Horror,2017-10-18,0,1.929,4,7.8,0,0,false,"Horror, Thriller",NA
The Stalker,2020-08-15,0,1.929,14,7.5,0,60,false,"Horror, Mystery, Thriller",NA
A Thief in the Night,1972-01-09,0,1.928,7,5.6,60,69,false,"Drama, Fantasy, Horror",A Thief in the Night
Beastly Boyz,2006-10-02,0,1.928,7,2.7,683558,74,false,"Horror, Thriller",NA
Dangerous Game,1988-07-03,0,1.927,6,6.5,5000000,99,false,"Horror, Thriller",NA
Psycho Sleepover,2008-10-18,0,1.926,11,3.0,2,86,false,Horror,NA
Bad Exorcists,2015-02-28,0,1.926,3,5.3,0,85,false,"Comedy, Horror",NA
My Bloody Banjo,2015-08-31,0,1.926,3,7.3,20000,82,false,Horror,NA
Shadow of the Blair Witch,2000-10-22,0,1.926,10,5.4,0,45,false,"Horror, Mystery",NA
Camp Killer,2016-05-25,0,1.926,2,6.0,11000,83,false,"Comedy, Horror",NA
Demon Sex,2005-01-01,0,1.925,4,5.0,0,87,false,"Horror, Science Fiction",NA
ABE,2013-04-16,0,1.925,51,6.0,0,8,false,"Horror, Science Fiction, Thriller",NA
Legend of the Werewolf,1975-08-06,0,1.924,15,5.1,0,85,false,Horror,NA
Curse of Pirate Death,2006-11-04,0,1.924,4,5.5,0,82,false,"Horror, Mystery",NA
Tales of Poe,2014-01-01,0,1.924,4,4.8,0,120,false,Horror,NA
An Hour To Kill,2018-06-12,0,1.924,2,2.5,600000,96,false,"Action, Comedy, Horror",NA
Sick Boy,2011-12-21,0,1.923,18,4.2,50000,90,false,"Horror, Thriller",NA
Maniac Nurses,1992-01-01,0,1.922,15,2.6,0,74,false,"Comedy, Horror",NA
Blonde Heaven,1995-10-28,0,1.922,8,3.5,200000,80,false,"Horror, Thriller",NA
Invoking 5,2018-10-09,0,1.922,9,6.3,0,79,false,Horror,The Invoking Collection
Live Feed,2006-09-26,0,1.921,25,3.7,0,77,false,Horror,NA
Monstro!,2010-01-01,0,1.921,8,4.9,0,76,false,"Action, Comedy, Horror",NA
The House That Would Not Die,1970-10-27,0,1.921,17,5.7,0,74,false,"Horror, TV Movie",NA
To Jennifer,2013-10-09,0,1.921,12,3.9,0,76,false,"Horror, Thriller",The Jennifer Found Footage Collection
Rough Magik,2000-10-06,0,1.92,5,4.8,0,41,false,"Horror, Science Fiction",NA
Cool Air,2006-11-03,0,1.92,12,4.8,1,88,false,Horror,NA
The Woodsman,2012-03-09,0,1.92,4,4.6,0,78,false,"Action, Drama, Horror, Thriller",NA
Amityville: No Escape,2016-08-05,0,1.92,7,3.3,0,78,false,Horror,The Amityville Collection
Camp Blood 5,2016-02-22,0,1.92,9,4.1,0,70,false,Horror,Camp Blood Collection
The Ballerina,2017-10-20,0,1.92,19,5.8,0,106,false,"Drama, Horror, Thriller",NA
Cruise Into Terror,1978-02-03,0,1.919,3,5.0,0,100,false,"Horror, Thriller, TV Movie",NA
A Deadly Legend,2020-07-24,0,1.919,3,2.7,0,80,false,Horror,NA
Two Days Back,2011-11-18,0,1.917,3,4.7,15000,96,false,"Horror, Mystery, Thriller",NA
Dance of the Dwarfs,1983-06-10,0,1.917,3,4.3,0,93,false,"Adventure, Horror",NA
Trickster,2018-07-01,0,1.917,3,4.0,110000,79,false,"Horror, Thriller",NA
All Hallows' Eve Horror,2017-03-03,0,1.917,3,4.7,1000,74,false,Horror,NA
Monsters in the Closet,2022-01-04,0,1.917,1,2.0,0,89,false,"Horror, Thriller",NA
The Group,2022-08-27,0,1.917,0,0.0,0,71,false,"Horror, Thriller",NA
Resident Evil: Afterlife,2010-09-09,300228084,1.916,3274,6.1,60000000,97,false,"Action, Adventure, Horror, Science Fiction",Resident Evil Collection
Hide,2008-12-17,0,1.916,12,6.4,0,96,false,"Action, Horror, Mystery",NA
The Lost Skeleton Returns Again,2010-05-21,0,1.916,18,6.4,600,93,false,"Comedy, Horror",The Lost Skeleton Collection
Out There Halloween Mega Tape,2022-07-25,0,1.916,2,8.0,0,91,false,"Comedy, Horror",WNUF Halloween Collection
The Four Horsemen of the Apocalypse,2022-10-31,0,1.916,0,0.0,1000,30,false,"Fantasy, Horror",NA
The Haunted House on Kirby Road,2016-09-09,0,1.915,11,3.5,0,83,false,"Adventure, Comedy, Horror",NA
Sanzaru,2020-01-26,0,1.915,1,0.0,0,100,false,"Drama, Horror, Thriller",NA
Alone with You,2022-02-04,0,1.915,5,4.6,0,83,false,"Horror, Thriller",NA
The 13th Floor,1988-05-31,0,1.914,14,4.7,600000,88,false,Horror,NA
The Iceman Confesses: Secrets of a Mafia Hitman,2001-03-01,0,1.914,20,7.5,0,43,false,"Crime, Documentary, Horror, Thriller",NA
Almost Mercy,2015-01-01,0,1.914,20,6.0,0,84,false,Horror,NA
Ghost in the Graveyard,2019-11-05,0,1.914,15,4.3,0,92,false,"Drama, Horror",NA
Another Plan from Outer Space,2018-09-08,0,1.914,2,5.5,0,0,false,"Horror, Science Fiction",NA
The Demon's Rook,2013-08-24,0,1.913,11,4.4,0,103,false,"Adventure, Fantasy, Horror",NA
The Orange Man,2015-02-13,0,1.913,1,3.0,0,95,false,"Comedy, Horror",NA
Witchmaster General,2009-01-01,0,1.912,3,1.3,0,94,false,Horror,NA
Satan's Playground,2006-08-22,0,1.912,9,3.3,1000000,81,false,Horror,NA
Amy,2013-09-30,0,1.912,10,3.1,2000000,94,false,Horror,NA
Coffer,2014-10-20,0,1.911,30,6.2,0,3,false,Horror,NA
Black Friday,2020-02-29,0,1.911,9,7.2,0,137,false,"Comedy, Horror, Music",NA
Blood Pageant,2021-06-18,0,1.911,1,10.0,0,115,false,"Horror, Thriller",NA
In the Land of the Cannibals,2004-05-20,0,1.91,10,4.3,0,93,false,"Action, Horror, Thriller",NA
The Shadow Walkers,2006-09-07,0,1.91,10,5.5,0,91,false,"Action, Horror, Thriller",NA
Curse of the Talisman,2001-01-16,0,1.909,5,3.4,0,92,false,"Horror, TV Movie",NA
Cold Blood Canyon,2007-07-24,0,1.909,4,2.8,1750000,90,false,"Crime, Drama, Horror",NA
American Burger,2014-10-17,0,1.909,14,4.1,0,90,false,"Comedy, Horror",NA
Midget Zombie Takeover,2013-02-08,10604,1.908,3,5.3,2000,73,false,"Comedy, Horror",NA
Badass Monster Killer,2015-12-03,0,1.908,3,2.7,0,0,false,"Action, Comedy, Horror",NA
Amityville Christmas Vacation,2022-09-19,0,1.908,1,8.0,0,50,false,"Comedy, Horror, Romance",NA
Epidemic,2018-09-25,0,1.907,5,6.4,0,71,false,Horror,NA
Archons,2020-10-06,0,1.907,9,5.3,0,88,false,"Horror, Science Fiction, Thriller",NA
A Walk in the Park,2022-10-22,0,1.907,0,0.0,0,7,false,Horror,NA
Jake's Road,2014-09-23,0,1.906,4,4.4,300,0,false,"Action, Horror, Thriller",NA
Sweet Insanity,2006-01-16,0,1.905,8,1.3,0,81,false,"Horror, Thriller",NA
Nostrum,2010-05-14,0,1.905,6,3.0,0,79,false,Horror,NA
Eyes in the Dark,2010-01-01,0,1.905,9,3.9,0,78,false,Horror,NA
There's Something in The Pilliga,2015-01-10,0,1.905,4,3.5,0,83,false,Horror,NA
Pictured,2014-07-24,0,1.905,31,6.3,0,3,false,Horror,NA
Evil Bong 888: Infinity High,2022-05-20,0,1.905,2,5.5,0,59,false,"Comedy, Horror",Evil Bong Collection
The Sadist,1963-04-01,0,1.904,34,6.6,0,92,false,"Drama, Horror, Thriller",NA
Saturday the 14th Strikes Back,1988-09-26,0,1.904,8,3.5,0,78,false,"Comedy, Fantasy, Horror",NA
The Psychopath,1966-02-04,0,1.904,23,6.3,0,83,false,"Crime, Horror, Mystery, Thriller",NA
Criminal Act,1989-09-27,0,1.904,5,6.0,0,93,false,"Crime, Horror, Thriller",NA
The Man in the Trunk,2019-11-29,0,1.904,3,5.7,10000,84,false,"Crime, Drama, Horror, Mystery, Thriller",NA
Huntress: Spirit of the Night,1995-12-10,0,1.903,9,4.7,0,86,false,Horror,NA
Demon's Claw,2006-08-22,0,1.903,4,5.3,0,97,false,Horror,NA
Decampitated,1998-01-01,0,1.902,15,3.8,0,92,false,Horror,NA
The Headless Eyes,1971-01-08,0,1.902,11,4.4,0,78,false,Horror,NA
Camp Blood 2,2000-10-01,0,1.901,20,4.9,0,74,false,Horror,Camp Blood Collection
Keeping Company,2021-02-04,0,1.901,5,5.6,0,82,false,"Comedy, Horror, Thriller",NA
Fever Lake,1997-10-08,0,1.9,13,2.6,0,90,false,Horror,NA
Death from Above,2012-08-06,0,1.9,4,4.3,0,94,false,Horror,NA
Cryptz,2002-05-05,0,1.9,1,2.0,0,78,false,Horror,NA
Demon,2018-12-19,0,1.9,1,4.0,0,70,false,Horror,NA
Door in the Woods,2019-01-24,0,1.9,18,4.8,175000,89,false,"Horror, Thriller",NA
Fuck You Immortality,2019-04-26,0,1.9,5,3.4,0,80,false,"Comedy, Fantasy, Horror",NA
Closed for the Season,2010-03-12,0,1.899,9,4.0,0,114,false,Horror,NA
Trapped,1982-05-28,0,1.899,21,5.1,2000000,95,false,"Action, Adventure, Crime, Horror, Thriller",NA
Black Noon,1971-11-05,0,1.899,6,6.2,0,75,false,"Horror, TV Movie, Western",NA
The Carnivores,2020-03-14,0,1.899,4,3.0,0,77,false,"Comedy, Drama, Horror, Mystery, Romance, Thriller",NA
Razor Blade Smile,1998-10-16,0,1.898,12,4.1,0,102,false,"Horror, Thriller",NA
House of Fallen,2008-03-01,0,1.898,5,4.0,2000000,95,false,"Horror, Thriller",NA
Camp Massacre,2014-04-12,0,1.898,5,2.8,0,130,false,"Comedy, Horror",NA
Silverhide,2015-04-06,0,1.898,4,2.3,0,79,false,Horror,NA
KatieBird* Certifiable Crazy Person,2005-03-06,0,1.897,6,3.7,0,100,false,Horror,NA
Bride of the Werewolf,2019-09-19,0,1.897,4,4.5,0,71,false,"Action, Horror, Thriller",NA
The Overnight,2022-06-03,0,1.897,5,5.4,0,90,false,Horror,NA
Scream of the Wolf,1974-01-16,0,1.896,5,6.4,0,78,false,"Horror, Thriller, TV Movie",NA
Stained,2019-09-03,0,1.896,5,5.4,0,102,false,"Horror, Thriller",NA
Case 347,2020-03-03,0,1.896,2,3.0,0,85,false,Horror,NA
The Evil Woods,2007-11-11,0,1.895,4,4.5,0,83,false,Horror,NA
Last of the Living,2009-05-03,0,1.895,32,4.3,0,88,false,"Comedy, Horror",NA
Mark of the Astro-Zombies,2004-10-26,0,1.895,3,3.0,0,86,false,"Crime, Horror, Science Fiction",NA
A Dead Calling,2006-12-12,0,1.895,13,4.8,0,91,false,Horror,NA
Blood Deep,2005-07-29,0,1.895,5,2.2,0,95,false,"Horror, Mystery",NA
Emma,2016-06-07,0,1.895,2,6.0,0,70,false,"Horror, Thriller",NA
The Caretaker,2008-01-01,0,1.894,5,3.6,0,82,false,Horror,NA
Coffin 2,2017-08-05,0,1.894,4,3.8,0,101,false,"Crime, Horror, Thriller",NA
Coffin,2011-10-27,0,1.893,14,4.3,0,95,false,"Crime, Horror, Mystery, Thriller",NA
Oculus: Chapter 3 - The Man with the Plan,2006-03-01,0,1.893,19,6.4,2000,32,false,Horror,NA
The Evil Gene,2016-09-08,0,1.893,4,3.5,0,78,false,"Horror, Thriller",NA
Sadistic Intentions,2019-01-27,0,1.893,4,6.3,0,90,false,Horror,NA
A Wounded Fawn,2022-06-11,0,1.893,1,4.0,0,91,false,Horror,NA
In Space with Markiplier: Part 2,2022-05-02,0,1.893,2,9.5,0,70,false,"Adventure, Comedy, Horror, Science Fiction",A Heist With Markiplier Collection
Dard Divorce,2007-11-01,0,1.892,17,4.3,400000,85,false,Horror,NA
Mother Riley Meets the Vampire,1952-07-11,0,1.892,14,4.5,0,74,false,"Comedy, Horror",Old Mother Riley Collection
House of Usher,2008-05-08,0,1.891,17,3.5,1000000,83,false,"Horror, Thriller",NA
Spirits Of The Fall,2008-10-25,0,1.891,0,0.0,0,91,false,"Drama, Horror, Thriller",NA
Blood Honey,2017-09-01,0,1.891,11,4.9,0,95,false,"Drama, Horror, Mystery, Thriller",NA
Vegas Skyline,2013-01-09,0,1.891,3,3.0,0,81,false,"Horror, Science Fiction",NA
Savage Intruder,1970-01-01,0,1.89,11,5.5,0,100,false,"Horror, Thriller",NA
Reptilicant,2006-06-13,0,1.89,2,5.5,2300000,92,false,"Action, Horror, Science Fiction",NA
Scream Park,2012-10-31,0,1.89,12,4.2,3,85,false,Horror,NA
Vacant House,2016-09-19,0,1.89,9,3.4,35000,84,false,"Drama, Horror, Thriller",NA
The Passing,2011-05-20,0,1.889,5,2.8,1000000,105,false,Horror,NA
Evil Come Evil Go,1972-02-18,0,1.888,12,4.0,0,66,false,Horror,NA
You Are Not Alone,2016-06-23,0,1.888,4,5.5,0,96,false,"Horror, Thriller",NA
Tarnation,2017-11-24,0,1.888,8,5.1,0,90,false,"Comedy, Horror",NA
No Such Thing As Monsters,2021-03-29,0,1.887,3,4.3,0,90,false,Horror,NA
